title,genres,popularity,vote_average,overview,genres_list,mood_label,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,popularity_scaled,vote_scaled,cluster
Menace II Society,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",3.418871,7.2,"Menace II Society is a coming of age tale detailing the summer after its protagonist Caine (Tyrin Turner) graduates from high school. This is Caine's story, which details real life in today's tough inner city.","['Drama', 'Action', 'Crime']",Sad,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5711221919621408,0.952025502039468,2
Creepshow 2,"[{""id"": 27, ""name"": ""Horror""}]",10.729884,5.9,"EC Comics-inspired weirdness returns with three tales. In the first, a wooden statue of a Native American comes to life...to exact vengeance on the murderer of his elderly owners. In the second, four teens are stranded on a raft on a lake with a blob that is hungry. And in the third, a hit and run woman is terrorized by the hitchhiker she accidentally killed...or did she really kill him?",['Horror'],Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.34168086493905003,-0.1878086839134305,1
The Ballad of Cable Hogue,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",2.676535,6.9,"Double-crossed and left without water in the desert, Cable Hogue is saved when he finds a spring. It is in just the right spot for a much needed rest stop on the local stagecoach line, and Hogue uses this to his advantage. He builds a house and makes money off the stagecoach passengers. Hildy, a prostitute from the nearest town, moves in with him. Hogue has everything going his way until the advent of the automobile ends the era of the stagecoach.","['Action', 'Comedy', 'Western']",Angry,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5944189029565012,0.6889868437426454,2
In Cold Blood,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",7.821438,7.4,"A 1967 film based on Truman Capote's book of the same name. After a botched robbery results in the brutal murder of a rural family, two drifters elude police, in the end coming to terms with their own mortality and the repercussions of their vile atrocity.","['Crime', 'Drama']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43295654859807237,1.1273846075706833,2
The Nun's Story,"[{""id"": 18, ""name"": ""Drama""}]",3.281509,7.4,Gabrielle Van Der Mal gave up everything to become a nun. But her faith and her vows are forever being tested: first in the missionary Congo hospital where she assists the brilliant and handsome Dr. Fortunati and then at the mother house in France when World War II has broken out and the nuns are forbidden by the order to take sides.,['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5754330199640258,1.1273846075706833,2
Harper,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",2.938973,6.2,"Harper is a cynical private eye in the best tradition of Bogart. He even has Bogie's Baby hiring him to find her missing husband, getting involved along the way with an assortment of unsavory characters and an illegal-alien smuggling ring.","['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",Angry,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.5861828181647925,0.07522997438339211,2
Frenzy,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",10.219942,7.1,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.","['Crime', 'Drama', 'Mystery', 'Thriller']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.3576843611966561,0.86434594927386,2
The Witch,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}]",50.319662,6.3,"New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.","['Mystery', 'Horror']",Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.9007640877466532,0.1629095271489994,0
I Got the Hook Up,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",0.593068,5.4,"Two broke buddies feel lucky when they come upon a truckload of cellular phones and begin selling them out of the back of their van. Trouble arises though, when the phones develop faults. The two friends then not only have to deal with unsatisfied customers but also the FBI.","['Action', 'Comedy']",Angry,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6598042925446224,-0.6262064477414685,1
She's the One,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",8.406025,5.7,"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry","['Comedy', 'Romance']",Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.4146104702857445,-0.36316778944464584,1
Gods and Monsters,"[{""id"": 18, ""name"": ""Drama""}]",5.588652,6.8,"It's 1957, and Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5030280124018679,0.6013072909770374,2
The Secret in Their Eyes,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",25.894065,7.8,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,"['Crime', 'Drama', 'Mystery', 'Romance']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.13421622508914965,1.4781028186331133,2
Train,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3.280081,4.8,This new Train tells the tale of an American wrestling team who board a train that just so happens to be used as a supermarket for organ harvesters.,"['Horror', 'Thriller']",Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.575477834850142,-1.1522837643351145,1
Evil Dead II,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",35.674774,7.6,Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.,"['Horror', 'Comedy', 'Fantasy']",Happy,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.44116395616098414,1.302743713101898,0
Pootie Tang,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",3.115754,5.4,"Pootie Tang, the musician/actor/folk hero of the ghetto, is chronicled from his early childhood to his battles against the evil Corporate America, who try to steal his magic belt and make him sell out by endorsing addictive products to his people. Pootie must learn to find himself and defeat the evil corporation for all the young black children of America, supatime.","['Action', 'Comedy']",Angry,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.580634904731665,-0.6262064477414685,1
Sharknado,"[{""id"": 10770, ""name"": ""TV Movie""}, {""id"": 27, ""name"": ""Horror""}]",20.466433,3.8,"A freak hurricane hits Los Angeles, causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia","['TV Movie', 'Horror']",Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.03611900597568257,-2.02907929199119,1
The Other Conquest,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",0.015597,5.4,"The film is a drama about the aftermath of the 1520s Spanish Conquest of Mexico told from the perspective of the indigenous Aztec people. It explores the social, religious, and psychological changes brought about by a historical process of colonization that both defined the American continent and is also highly reminiscent of today’s neocolonialism.","['Drama', 'Foreign']",Sad,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.6779270496177326,-0.6262064477414685,1
Troll Hunter,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",12.982319,6.7,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.","['Fantasy', 'Horror']",Neutral,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.27099275708952836,0.51362773821143,2
Ira & Abby,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",0.595136,5.8,"A neurotic, young psychology student, with low self-esteem, has a chance encounter with a free-spirited, extremely gregarious woman who works at the Paris Health Club in New York City, and who suggests that they immediately get married to see how it will work out. Both of the student's parents are analysts, and they provide the happy couple with a gift certificate for a year of marriage counseling as a wedding present.","['Comedy', 'Romance']",Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.6597393925554849,-0.27548823667903855,1
Winter Passing,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3.643608,6.7,"Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has since passed away. Returning to Michigan, Reese finds that an ex-grad student and a would-be musician have moved in with her father, who cares more about his new friends than he does about his own health and well-being.","['Comedy', 'Drama']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5640692766532515,0.51362773821143,2
D.E.B.S.,"[{""id"": 28, ""name"": ""Action""}]",6.396936,5.6,The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.,['Action'],Angry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4776616570730603,-0.4508473422102539,1
The Masked Saint,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",0.909067,2.9,"The journey of a professional wrestler who becomes a small town pastor and moonlights as a masked vigilante fighting injustice. While facing crises at home and at the church, the Pastor must evade the police and somehow reconcile his violent secret identity with his calling as a pastor.","['Crime', 'Action']",Angry,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6498873043108482,-2.818195266881659,3
The Betrayed,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1.348114,5.2,Kidnappers force a young mother (Melissa George) to recover money stolen by her shady husband (Christian Campbell).,"['Crime', 'Drama', 'Mystery', 'Thriller']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.636108703957449,-0.8015655532726838,1
Taxman,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",0.964802,2.0,"After a homocide that the police believe is over gasoline theft, a tax investigator discovers the Russian mafia is involved and that they are stealing millions in gasoline tax money. Only one rookie cop is willing to believe him and together they must get the evidence they need or die trying.","['Action', 'Crime', 'Comedy', 'Thriller']",Angry,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6481381742844576,-3.607311241772127,3
The Secret,"[{""id"": 18, ""name"": ""Drama""}]",0.042346,0.0,"The Secret is the story of a real-life double murder. James Nesbitt plays Colin Howell, a respectable dentist and pillar of the community, who became a killer in partnership with a Sunday school teacher, Hazel Buchanan, played by Genevieve O'Reilly.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6770875864603644,-5.360902297084278,3
2:13,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",1.271621,4.6,"A police profiler has just returned from psychiatric leave only to find that he is caught up in a serial killer's rampage. Fighting to keep buried the trauma of his childhood, he must confront the all too-familiar flesh masks that the killer leaves on the faces of his victims. He must face his own demons along with the killer to save his small eroding existence.","['Horror', 'Thriller', 'Mystery']",Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-0.6385092817471447,-1.3276428698663298,1
"Batman: The Dark Knight Returns, Part 2","[{""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}]",25.891466,7.9,Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,"['Action', 'Animation']",Angry,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13413466074109925,1.5657823713987213,2
Time to Choose,"[{""id"": 99, ""name"": ""Documentary""}]",1.618138,0.0,"Academy Award® winning director Charles Ferguson's new film investigates global climate change villains and heroes, and reveals practical solutions to act on.",['Documentary'],Neutral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6276345479289911,-5.360902297084278,3
In the Name of the King III,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",4.304341,3.3,"Hazen Kaine, an American contract killer living in Sofia, Bulgaria, gets more than he bargains for when he enters into a contract with the mob. One last job before he gets out and starts a new life for himself. The targets: the three children of royal billionaire Andon Dupont. Seems simple enough, or so he thought. Hazen apprehends the children, and before he can blink an eye, a simple necklace worn by one of the children sends his life spiraling back to medieval times. Now completely out of his element, Hazen fights for his life as he tries to escape a medieval army and a fierce fire-breathing dragon.","['Action', 'Adventure', 'Drama', 'Fantasy']",Angry,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.543333510443022,-2.4674770558192285,3
Wicked Blood,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",3.158056,5.3,"Hannah and Amber Baker are trapped in a dark Southern underworld of violence, drugs and bikers. Both live in fear of their ""Uncle Frank"" Stinson, the ruthless leader of a crime organization.","['Action', 'Drama', 'Thriller']",Angry,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5793073421879066,-0.7138860005070765,1
Stranded,"[{""id"": 18, ""name"": ""Drama""}]",3.230779,5.0,"After the brutal murder of his beloved brother, a small-town surfer seeks revenge against the gang of merciless thugs he holds responsible. However, when another tragedy brings him face to face with the consequences of his actions, he must seek forgiveness from the very people he despises most.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5770250782081955,-0.9769246588038991,1
Lords of London,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1.913302,3.6,"Tony is a notorious gangster with a big problem. He has woken up in an abandoned farmhouse, with blood on his shirt, and no memory of how he got there. He stumbles into a small town and discovers he’s in an Italian village that seems to be lost in time.","['Crime', 'Mystery', 'Thriller']",Neutral,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.6183714239474795,-2.2044383975224053,3
High Anxiety,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",5.690619,6.5,"Dr. Richard Thorndyke arrives as new administrator of the Psychoneurotic Institute for the Very, VERY Nervous to discover some suspicious goings-on. When he's framed for murder, Dr. Thorndyke must confront his own psychiatric condition, ""high anxiety,"" in order to clear his name.","['Comedy', 'Music']",Happy,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.499827984745979,0.33826863268021473,2
March of the Penguins,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10751, ""name"": ""Family""}]",17.537154,6.9,"Every year, thousands of Antartica's emperor penguins make an astonishing journey to breed their young. They walk, marching day and night in single file 70 miles into the darkest, driest and coldest continent on Earth.","['Documentary', 'Family']",Neutral,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.12804849112102037,0.6889868437426454,2
Margin Call,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",26.259389,6.7,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,"['Thriller', 'Drama']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.14568117848936699,0.51362773821143,2
August,"[{""id"": 18, ""name"": ""Drama""}]",1.419431,6.2,"August tells the story of two former lovers, Troy and Jonathan, who reunite after a long ago painful breakup. After spending several years in Spain, Troy returns to Los Angeles and decides to phone Jonathan and meet for coffee. A seemingly innocent rendezvous turns into an attempt to revive passions past. Only this time it's not that simple as Jonathan has a new beau, Raul, and is trying to make the right decision a second time around.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6338705644384376,0.07522997438339211,2
Choke,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",11.637458,6.0,A sex-addicted con-man pays for his mother's hospital bills by playing on the sympathies of those who rescue him from choking to death.,"['Comedy', 'Drama']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3131984941743346,-0.10012913114782322,2
Whiplash,"[{""id"": 18, ""name"": ""Drama""}]",192.528841,8.3,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.363710979596557,1.916500582461152,0
City of God,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",44.356711,8.1,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.","['Drama', 'Crime']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7136289547064484,1.7411414769299358,2
Human Traffic,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",4.859873,6.8,"All that exists now is clubs, drugs, pubs and parties. I've got 48 hours off from the world, man I'm gonna blow steam out of my head like a screaming kettle. I'm gonna talk cods hit to strangers all night. I'm gonna lose the plot on the dance floor, the free radicals inside me are freaking man!  Tonight I'm Jip Travolta, I'm Peter Popper, I'm going to Never Never Land with my chosen family, man. We're going to get more spaced out than Neil Armstrong ever did.  Anything could happen tonight, you know? This could be the best night of my life! I've got 73 quid in my back burner. I'm gonna wax the lot, man.  The milky bars are on me! Yeah!","['Comedy', 'Drama']",Happy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.525899264424886,0.6013072909770374,2
To Write Love on Her Arms,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",6.723057,6.8,"The story follows 19-year-old Renee who has always loved fairy tales: the idea of a princess, a hero and a happily ever after. But Renee’s life is that of a darker tale: she’s a young woman battling addiction, depression and self-injury. In a creative blend of artistic fantasy balanced with harsh reality, the movie follows Renee on her courageous journey towards recovery.","['Drama', 'Music']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.46742701038181556,0.6013072909770374,2
The Dead Girl,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",3.069605,6.4,The clues to a young woman's death come together as the lives of seemingly unrelated people begin to intersect.,"['Mystery', 'Drama', 'Crime', 'Thriller']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.5820831975743653,0.25058907991460744,2
The Hunt,"[{""id"": 18, ""name"": ""Drama""}]",21.826888,7.9,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006576117197426167,1.5657823713987213,2
A Christmas Story,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",15.128316,7.4,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.","['Comedy', 'Family']",Happy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.20364499017028315,1.1273846075706833,2
Bella,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1.814802,6.7,"An international soccer star is on his way to sign a multimillion dollar contract when something happens that brings his career to an abrupt end. A beautiful waitress, struggling to make it in New York City, discovers something about herself that she's unprepared for. In one irreversible moment, their lives are turned upside down.","['Drama', 'Romance']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.6214626468343455,0.51362773821143,2
Class of 1984,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5.643023,6.2,"Andy is a new teacher at a inner city high school that is like nothing he has ever seen before. There is metal detectors at the front door and everything is basically run by a tough kid named Peter Stegman. Soon, Andy and Stegman become enemies and Stegman will stop at nothing to protect his turf and drug dealing business.","['Action', 'Drama', 'Horror', 'Crime', 'Thriller']",Angry,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.5013216887512915,0.07522997438339211,2
The Opposite Sex,"[{""id"": 35, ""name"": ""Comedy""}]",2.964785,4.1,"A Bet's A Bet tells the story of Vince, New England's most successful divorce attorney. To Vince, life is one big competition, and losing is unacceptable. This also applies in his dating life with his love 'em and leave 'em approach. Then Vince meets Jane, who is beautiful, successful and also extremely driven. Together they enter into a series of entertaining wagers with each other where the winner gets to decide the fate of the loser. After all, ""A Bet's a Bet!""",['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5853727608535663,-1.7660406336943677,1
Dreaming of Joseph Lees,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",0.11615,8.0,"Set in rural England in the 1950s Eva (Samantha Morton) fantasises about her handsome, worldly cousin Joseph Lees (Rupert Graves), with whom she fell in love as a girl. However, stuck in a closed community she becomes the object of someone else's fantasy, Harry (Lee Ross). When Harry learns that Eva is planning to leave the village in order to live with and look after the injured Lees, he devises a gruesome scheme in order to force her to stay and look after him.","['Romance', 'Drama']",Relaxed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.6747713974863313,1.6534619241643285,2
The Class,"[{""id"": 18, ""name"": ""Drama""}]",13.437038,6.8,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25672232277589596,0.6013072909770374,2
Rosemary's Baby,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",26.180367,7.5,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,"['Horror', 'Drama', 'Mystery']",Sad,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.14320123315976377,1.2150641603362906,2
The Man Who Shot Liberty Valance,"[{""id"": 37, ""name"": ""Western""}]",11.735287,7.4,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",['Western'],Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.31012832926266753,1.1273846075706833,2
Adam,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8.308442,6.9,"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.","['Drama', 'Romance']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.4176729149859378,0.6889868437426454,2
Maria Full of Grace,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",3.027892,6.9,A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,"['Drama', 'Thriller', 'Crime']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5833922755467494,0.6889868437426454,2
Beginners,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",11.933449,6.8,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover.","['Drama', 'Romance', 'Comedy']",Sad,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.3039094164737627,0.6013072909770374,2
Feast,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",8.825113,6.1,Patrons locked inside of a bar are forced to fight monsters.,"['Action', 'Comedy', 'Horror']",Angry,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.4014582426998473,-0.012449578382215937,1
Animal House,"[{""id"": 35, ""name"": ""Comedy""}]",17.332585,7.0,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1344684746209521,0.7766663965082526,2
Goldfinger,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",47.812466,7.2,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.","['Adventure', 'Action', 'Thriller']",Angry,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8220808221927572,0.952025502039468,0
Antiviral,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}]",11.753553,5.7,"After becoming infected with the virus that killed superstar Hannah Geist, Syd March must unravel the mystery surrounding her death to save his own life .","['Science Fiction', 'Horror']",Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.30955508786925134,-0.36316778944464584,1
